,Global_active_power at scale: 5^0,mse,predicted
0,0.8088673224549082,0.22768006708520475,0.33170899748802185
1,1.04354025119087,0.5202874734313219,0.3222306966781616
2,1.0401208652033,0.5257740380510354,0.31501808762550354
3,0.9774008948285589,0.44478634396014916,0.3104778528213501
4,0.9506547386792106,0.4138265188101532,0.3073612451553345
5,0.7845100524064652,0.23026580457612528,0.30464985966682434
6,0.9390850354062005,0.4087350732796117,0.2997611165046692
7,0.7957518693519006,0.2509874595020707,0.2947653830051422
8,0.7994991416670453,0.2610062722749555,0.28861141204833984
9,0.7151855145762808,0.1880218308448566,0.2815706729888916
10,1.0414324105136008,0.590348769922851,0.27309083938598633
11,1.0682722484708274,0.6399892673370898,0.26827895641326904
12,1.0749236568302103,0.6505612478871634,0.26834988594055176
13,0.8500873179215047,0.3336977523336222,0.27242153882980347
14,0.9849891212667279,0.5028504842014204,0.27586960792541504
15,0.9756209404788648,0.48519256824608703,0.27906328439712524
16,1.0093463913151712,0.5291358209583581,0.2819291651248932
17,1.0753452249656639,0.6248716732095404,0.28485697507858276
18,1.096704677161991,0.6528538120559052,0.28871098160743713
19,0.7676473269883121,0.2246992034835423,0.29362285137176514
20,0.7526582377277317,0.20973961733606838,0.29468485713005066
21,1.1675281239182331,0.7681525410382711,0.29108500480651855
22,2.077453489067247,3.1962165111460803,0.28965693712234497
23,0.6702182467945396,0.134304583555986,0.30374234914779663
24,1.1006393130928933,0.6180496882940572,0.31447795033454895
25,0.7620264185155943,0.19375273288417094,0.3218528926372528
26,1.069209066549614,0.5582852747366022,0.3220241665840149
27,1.6165600373600615,1.681576110003879,0.31980404257774353
28,1.0342657522108858,0.5035751713913014,0.32463544607162476
29,0.7845100524064652,0.2067581603046131,0.32980337738990784
30,1.027895389275139,0.487757133143815,0.3294992744922638
31,1.0265838439648385,0.4899610890264721,0.32661163806915283
32,0.7489109654125871,0.18148209481696465,0.3229038119316101
33,0.7320482399944339,0.1734447436668077,0.3155812621116638
34,0.7339218761520062,0.18416826943954714,0.30477356910705566
35,1.0187614130069729,0.5282592671617234,0.2919469475746155
36,0.7601527823580219,0.22803743218713218,0.2826201319694519
37,1.0167472541375826,0.5509895892623865,0.2744605243206024
38,1.01623200419425,0.5564244683794985,0.27029335498809814
39,0.7676473269883121,0.24753056967522655,0.2701228857040405
40,1.014311527132738,0.5548298695422721,0.26944249868392944
41,1.0104705730097145,0.5477604062372795,0.2703621983528137
42,1.0063017325591155,0.5376786299804475,0.27303600311279297
43,1.0018050057809413,0.5255640166334247,0.27684706449508667
44,0.9973082790027673,0.5130228959395762,0.2810521125793457
45,0.6027673451219278,0.10094071031215,0.28505566716194153
46,1.3728739058228063,1.1875227055128659,0.2831387519836426
47,0.9829749623973371,0.48626989646067575,0.28564441204071045
48,0.5971464366492107,0.09475844103747945,0.2893178462982178
49,0.9753398950552292,0.4733568343396086,0.2873305678367615
50,0.9729978498582637,0.4743140474247308,0.2842932343482971
51,0.9702342365258438,0.4735368186243982,0.2820941209793091
52,-0.7852440265805142,1.1372149354132204,0.28115877509117126
53,0.6645973383218221,0.166723044708863,0.25628000497817993
54,0.9560882835361713,0.5309132947535863,0.22745031118392944
55,0.9486405798098202,0.5488405021562667,0.207802876830101
56,0.9409118306598336,0.5492072555601546,0.19982664287090302
57,0.9351972403792373,0.5385080599027227,0.20136615633964539
58,0.7976255055094729,0.3465064152097631,0.20897755026817322
59,0.9359935357462055,0.5160444155096339,0.21763122081756592
60,1.3839596763723,1.3385716959723428,0.22699308395385742
61,0.9373519219604457,0.48285813642347963,0.24247197806835175
62,0.7676473269883121,0.2604169603888666,0.25733667612075806
63,0.7507846015701594,0.23442833808327226,0.2666065990924835
64,0.7151855145762808,0.19857494606636492,0.2695680260658264
65,0.6945755168429829,0.1827603338291104,0.2670707404613495
66,-0.05348965358532256,0.09869468150798986,0.26066744327545166
67,0.9356656494186302,0.4820618952979234,0.24135887622833252
68,0.6870809722126927,0.21370998829040896,0.2247931957244873
69,0.6870809722126927,0.2252704457946736,0.21245433390140533
70,0.9286395138277334,0.5248182664067441,0.20419609546661377
71,0.9265785140544037,0.5239823211291604,0.202712282538414
72,0.9246580369928917,0.5149440209294258,0.2070620357990265
73,0.9218475827565329,0.4994553423917501,0.21512603759765625
74,0.9187092421925986,0.4814892040484013,0.2248150110244751
75,0.9162266742838154,0.4646887573579847,0.23454584181308746
76,0.9135099018553349,0.44913143155652935,0.2433372139930725
77,0.647734612903669,0.15763165862195716,0.2507060766220093
78,0.6496082490612417,0.15740812494789871,0.2528613209724426
79,0.651481885218814,0.16126850258683026,0.24989938735961914
80,0.6271246151703711,0.14726225495035825,0.2433769702911377
81,0.6177564343825086,0.14675036539175526,0.234676331281662
82,0.6121355259097907,0.14982888087262217,0.2250581681728363
83,0.6158827982249362,0.16030465722119633,0.21550215780735016
84,0.5971464366492107,0.15239416726669872,0.20676948130130768
85,0.5802837112310576,0.1453889719927112,0.19898465275764465
86,0.5877782558613478,0.15662723983489862,0.19201666116714478
87,0.9004881305602057,0.5104817201548648,0.18600809574127197
88,0.901097062311417,0.511990169961685,0.18556217849254608
89,0.6421137044309511,0.20380272464764138,0.19066855311393738
90,0.905593789089591,0.5037080935196065,0.1958698332309723
91,1.6965025620840286,2.230781644670521,0.20292241871356964
92,0.7470373292550143,0.2752369685472026,0.2224070131778717
93,0.7657736908307398,0.2759685864697567,0.2404465675354004
94,0.9208170828698679,0.44676070508578825,0.2524154782295227
