,Global_intensity at scale: 5^0,mse,predicted
0,5.343876277539699,11.879842047866957,1.897161602973938
1,4.064295767343848,4.492885316126258,1.944653034210205
2,3.0690664816359643,1.1712830297088226,1.986808180809021
3,2.8794989986439865,0.7609400621679872,2.0071802139282227
4,2.8321071278959917,0.6869308205352214,2.0032942295074463
5,2.8321071278959917,0.7279372546859332,1.978914737701416
6,1.5525266177001418,0.15044992555861153,1.9404053688049316
7,0.7468648149842358,1.2725921688926547,1.8749570846557617
8,0.6520810734882468,1.2583159661737489,1.7738279104232788
9,0.6520810734882468,0.9801709462093968,1.642116904258728
10,0.5572973319922578,0.8708952040627981,1.4905149936676025
11,0.5572973319922578,0.5955599602036655,1.3290226459503174
12,0.6520810734882468,0.26633606538930477,1.1681586503982544
13,0.6520810734882468,0.1343457264968438,1.0186131000518799
14,0.6520810734882468,0.05518419705414668,0.8869942426681519
15,0.6046892027402523,0.029581774963559158,0.7766827344894409
16,0.6046892027402523,0.0068606689992426785,0.6875183582305908
17,0.5099054612442635,0.011738593427418667,0.6182502508163452
18,0.6046892027402523,0.0015845152972831698,0.5648832321166992
19,0.6046892027402523,0.006132825617221267,0.5263768434524536
20,0.5572973319922578,0.0032054042164853186,0.5006810426712036
21,0.5572973319922578,0.005302008878529015,0.48448243737220764
22,0.5572973319922578,0.006735911447456331,0.47522473335266113
23,0.5572973319922578,0.0074647514602581575,0.4708985388278961
24,0.5572973319922578,0.0076302140726694665,0.4699462354183197
25,0.5099054612442635,0.0014996019581822923,0.4711807668209076
26,0.4151217197482745,0.0033234622916705424,0.47277119755744934
27,0.4151217197482745,0.003234572949577692,0.4719950258731842
28,0.462513590496269,3.232811462371873e-05,0.46819937229156494
29,0.4151217197482745,0.0022627692362594135,0.4626902937889099
30,0.4151217197482745,0.0016301581710725767,0.4554969370365143
31,0.4151217197482745,0.0010250181266785315,0.44713762402534485
32,0.462513590496269,0.0005890788403501733,0.438242644071579
33,0.462513590496269,0.00103519988664288,0.4303390681743622
34,0.4151217197482745,8.010960404303471e-05,0.42407211661338806
35,0.462513590496269,0.0019254605338223816,0.41863352060317993
36,0.462513590496269,0.0022928700338815016,0.41462966799736023
37,0.462513590496269,0.0025379418212830352,0.41213560104370117
38,0.462513590496269,0.002656065623309777,0.4109765589237213
39,0.5099054612442635,0.009808485830136767,0.4108676612377167
40,0.5572973319922578,0.020981409872378485,0.4124477207660675
41,0.5572973319922578,0.019803114512065664,0.41657379269599915
42,0.6046892027402523,0.03299712485758515,0.4230380952358246
43,0.6520810734882468,0.0483816172740742,0.4321228563785553
44,0.6520810734882468,0.04322511921395388,0.44417455792427063
45,0.6520810734882468,0.03747925222158823,0.45848548412323
46,0.6520810734882468,0.031716305450032775,0.4739903509616852
47,0.6520810734882468,0.026390985896085378,0.48962804675102234
48,0.6520810734882468,0.021772810696537147,0.5045249462127686
49,0.6520810734882468,0.017960985452809528,0.5180624723434448
