,Global_reactive_power at scale: 5^4,mse,predicted
0,0.3066279165300311,0.04255261680358747,0.10034506022930145
1,-0.5623390882687976,0.42078619664803074,0.0863412618637085
2,0.48912935246215644,0.17653951440511007,0.06896329671144485
3,-0.07964765939674597,0.01964090272867952,0.06049834564328194
4,0.07783156708053322,0.0004983776222399457,0.05550719425082207
5,0.11394925167590604,0.0036229258973053827,0.05375850573182106
6,0.8581878117915639,0.645005559008932,0.05506543070077896
7,1.198168474200969,1.2748344169491048,0.0690828189253807
8,-0.2165428664753925,0.10069235643846554,0.10077772289514542
9,-0.10237425330527512,0.053184372189696454,0.1282431185245514
10,-0.015446944618107855,0.026031907264082343,0.14589712023735046
11,0.4110019033692008,0.06569066002437593,0.15470001101493835
12,0.5957989548476411,0.18772004606284298,0.162532240152359
13,0.352310665901721,0.03156400104022119,0.17464806139469147
14,0.027098463506949843,0.025997504682824257,0.18833588063716888
15,-0.26115432859213394,0.21045660689008286,0.19760116934776306
16,0.13843581750327666,0.003445036165530265,0.1971302479505539
17,-0.34570950121477484,0.2898053840188124,0.1926262527704239
18,0.24525846092518322,0.004235914243625661,0.1801745593547821
19,-0.24202419903950045,0.16854796156855162,0.1685217320919037
20,0.7704187774040805,0.38013145604534904,0.15387076139450073
21,0.309841778294875,0.02556299899578681,0.14995744824409485
22,0.06291006602947968,0.008089851487950783,0.15285366773605347
23,0.8021747924614535,0.41704398830420686,0.1563853621482849
24,-0.17346181472286157,0.11694261575890484,0.168506920337677
25,0.4093949724867792,0.054272837228266084,0.1764296591281891
26,0.04791204446021406,0.018684899570994357,0.18460476398468018
27,1.0357919345582136,0.7165195324424043,0.18931716680526733
28,0.38972919930667177,0.03465952202615235,0.2035585194826126
29,1.2659656533355022,1.0928619212113733,0.2205652892589569
30,2.888124118880622,6.96484501324067,0.24902483820915222
31,-0.43676891788531064,0.5555207695111769,0.3085637390613556
32,0.5163706569451069,0.025702545946065233,0.3560505211353302
33,0.18794459278549278,0.041147414107923684,0.3907928466796875
34,0.1375175712847504,0.07432065293696381,0.4101357161998749
35,-0.7489726321842912,1.3555342589506472,0.41530150175094604
36,-0.5541513928202703,0.90554662890536,0.3974507451057434
37,-0.5060199868658446,0.7518936917157326,0.361098051071167
38,-0.8376599127903006,1.3233668829697307,0.31271693110466003
39,0.2492375278721306,1.5699725228078115e-05,0.25319981575012207
40,0.06887866644990143,0.01754636539645307,0.20134136080741882
41,-0.04559602879305792,0.04242589357659289,0.16037943959236145
42,-0.22021585134949756,0.12156970908528075,0.1284526288509369
43,0.29354290791603044,0.03695427582908457,0.1013079583644867
44,1.3086641024969812,1.4990994285067927,0.08428694307804108
45,0.4761973848845766,0.14793487437919853,0.09157435595989227
46,8.298660399992883,67.03253141595103,0.11132069677114487
47,-0.16366718839191294,0.14073211973529898,0.21147561073303223
48,-0.1580046700443335,0.22329325337145117,0.3145344853401184
