,Global_reactive_power at scale: 5^3,mse,predicted
0,-0.12931859812544735,0.05630736355203468,0.1079731285572052
1,0.14384487236476648,0.001983576889002417,0.09930750727653503
2,-0.829854814925791,0.848049072103666,0.09104098379611969
3,0.7226369240441233,0.4166903599626676,0.07712134718894958
4,3.510324671637381,11.83441872082696,0.0702056735754013
5,2.9792157512970774,8.346071322301436,0.09025896340608597
6,0.5382452406212956,0.16995318890398955,0.12599144876003265
7,-0.1361667074135031,0.08259807937341118,0.15123210847377777
8,1.3242560066836655,1.3579328775604607,0.1589522361755371
9,1.6095938936859777,2.0888805708123126,0.16429787874221802
10,0.3584189633905052,0.03440226311565378,0.17294049263000488
11,-0.6388686558922434,0.6640904604870828,0.17604880034923553
12,0.33330922933430124,0.02764838841378925,0.1670311838388443
13,-0.7327131165063373,0.7904218613362954,0.15634360909461975
14,2.042800214574822,3.623310613664353,0.1393006443977356
15,1.9923271127850786,3.43883538507307,0.1379173994064331
16,4.211114522115061,16.49053435528037,0.15026062726974487
17,-0.19145884907261748,0.14028737714585957,0.1830907166004181
18,0.196093409895856,1.795769602086367e-05,0.20033106207847595
19,-0.4428098233119878,0.4165415328575279,0.2025904655456543
20,0.09387903792969464,0.009452796558794458,0.19110453128814697
21,-0.4623396164668127,0.4069234459210022,0.1755658984184265
22,-0.2946877557481207,0.203128294133191,0.15600980818271637
23,0.09058180012433437,0.0020366876633064186,0.13571147620677948
24,-0.8420292314378894,0.92347898190224,0.11894890666007996
25,0.37820239022266594,0.07812614575711586,0.09869184345006943
26,0.33330922933430124,0.0620820435949285,0.08414654433727264
27,0.7084334381133415,0.400994996398894,0.07519178092479706
28,0.046195906590641836,0.0007106943216215708,0.07285475730895996
29,0.35791169603583434,0.08292134225677318,0.06995103508234024
30,0.2709153447097961,0.04136488069598773,0.0675317645072937
31,2.3770894013028645,5.345521376998848,0.06505104154348373
32,-0.1655882139844079,0.05938513829611653,0.07810244709253311
33,-0.8996040761930231,0.9700753250135719,0.08531994372606277
34,-0.5686121272703406,0.4190078085177023,0.07869599759578705
35,-0.8224994382830645,0.7859808254174835,0.0640561580657959
36,-0.5658221568196512,0.371719122936941,0.043865568935871124
37,-0.18765434391258679,0.044342438156682415,0.022922098636627197
38,-0.17446539269114636,0.032514007380274344,0.005851016379892826
39,1.1393570559061665,1.3146093557074772,-0.007207096554338932
40,2.3332107751238413,5.47652532756419,-0.006986936088651419
41,-0.25436000105179385,0.07142678235335931,0.012897893786430359
42,-0.09989709155454253,0.016043165133691438,0.0267645251005888
43,0.7480002917776625,0.5127114650487054,0.03196156024932861
44,-0.926489245990574,0.9290163517524727,0.03736569732427597
45,-0.8367029242138464,0.7547885371942821,0.03208274394273758
46,-0.9183729683158414,0.8774189698707506,0.01833347976207733
47,-0.8752552431688255,0.7645334581480143,-0.0008792038424871862
48,-0.654340310209702,0.39927922022594786,-0.02245486155152321
49,-0.5348788481847341,0.2419809249692645,-0.04296328127384186
50,-0.02482152306326719,0.001296329589847082,-0.060826100409030914
51,-0.1342644548334871,0.0038405611412703506,-0.07229219377040863
52,-0.2480191591184094,0.028471094670408408,-0.07928536087274551
53,-0.6206070311240953,0.2873835643267145,-0.08452535420656204
54,-0.5762211375904022,0.23438392198602293,-0.09208900481462479
55,-0.5308207093473677,0.1841735633384679,-0.10166623443365097
56,-0.5305670756700323,0.17523916222939148,-0.1119513064622879
57,-0.5214362632859582,0.1594221630226604,-0.1221592128276825
58,-0.10192616097322547,0.0008929606863490966,-0.13180860877037048
59,-0.4930292914243946,0.1265064171292352,-0.1373518854379654
60,0.06699386813214339,0.043761978074354585,-0.14219976961612701
61,0.23489936252817056,0.1425910365989784,-0.14271292090415955
62,1.367627365508017,2.2667219330685295,-0.1379362940788269
63,-0.8605444898833728,0.5479387374449846,-0.12031564861536026
64,-0.8605444898833728,0.5629399489916657,-0.11025124788284302
65,-0.8024623777735688,0.4794553505428648,-0.1100352331995964
66,-0.6294842098308341,0.2632106629943669,-0.11644360423088074
67,-0.5564377107582421,0.18606039504609917,-0.12509052455425262
68,-0.7484384045011311,0.3781127052916938,-0.13352970778942108
69,-0.7616273557225715,0.3830746112232934,-0.14269714057445526
70,-0.9008722445796997,0.5598388929529704,-0.1526484191417694
71,-0.7831862182960794,0.38312533406251825,-0.16421502828598022
72,-0.4925220240697238,0.10011351410788294,-0.17611482739448547
73,0.5197299821758122,0.4974010894706839,-0.1855366975069046
74,0.19812247931453938,0.14620226091762478,-0.18424156308174133
75,0.02108617253443832,0.038917354717089486,-0.1761886477470398
76,-0.8303620822804617,0.44137522261034173,-0.1660013198852539
