,Sub_metering_1 at scale: 5^0,mse,predicted
0,7.9864771048555925,48.14467826679592,1.0478404760360718
1,5.36614034298953,18.406665812720455,1.0758413076400757
2,3.837610565234327,7.496283001260053,1.099676489830017
3,3.946791263645413,8.03052947249885,1.112972378730774
4,3.946791263645413,8.01238811779375,1.1161750555038452
5,3.946791263645413,8.040890297829524,1.1111449003219604
6,0.9989124065460935,0.010280691880273012,1.1003061532974243
7,-0.0928945775647656,1.3599519698678475,1.0732752084732056
8,-0.2020752759758515,1.5045319738898097,1.024518370628357
9,-0.2020752759758515,1.338659432858718,0.9549292325973511
10,-0.2020752759758515,1.1466132349104996,0.8687250018119812
11,-0.2020752759758515,0.9477101155892318,0.7714287638664246
12,-0.2020752759758515,0.7582736288754616,0.6687138080596924
13,-0.2020752759758515,0.5894914967006326,0.5657082200050354
14,-0.2020752759758515,0.44712654613693725,0.4665999412536621
15,-0.2020752759758515,0.3324036940349706,0.3744693398475647
16,-0.2020752759758515,0.24341519173025558,0.29129597544670105
17,-0.2020752759758515,0.1765334478408145,0.21808356046676636
18,-0.2020752759758515,0.1275383950162648,0.1550499051809311
19,-0.2020752759758515,0.09236050333838326,0.10183343291282654
20,-0.2020752759758515,0.06747680164582315,0.05768769606947899
21,-0.2020752759758515,0.050050832815165563,0.021645158529281616
22,-0.2020752759758515,0.03791590685058996,-0.007355202920734882
23,-0.2020752759758515,0.029480582411462834,-0.030376171693205833
24,-0.2020752759758515,0.023609537173094754,-0.04842132329940796
25,-0.2020752759758515,0.019509531815105566,-0.062398750334978104
26,-0.2020752759758515,0.016633679944604386,-0.0731036514043808
27,-0.2020752759758515,0.014607492265677383,-0.0812138170003891
28,-0.2020752759758515,0.0131747042817011,-0.08729416131973267
29,-0.2020752759758515,0.012159242136784298,-0.0918063223361969
30,-0.2020752759758515,0.011439214767013334,-0.09512101113796234
31,-0.2020752759758515,0.010929423432049022,-0.09753139317035675
32,-0.2020752759758515,0.010569764059516042,-0.099265918135643
33,-0.2020752759758515,0.01031746352883509,-0.10050036013126373
34,-0.2020752759758515,0.010141902389236209,-0.1013682633638382
35,-0.2020752759758515,0.010021071833475228,-0.10196997225284576
36,-0.2020752759758515,0.009939122786201997,-0.10238012671470642
37,-0.2020752759758515,0.009884668117564223,-0.1026536077260971
38,-0.2020752759758515,0.009849525675480884,-0.10283049941062927
39,-0.2020752759758515,0.009827848619308115,-0.10293976962566376
40,-0.2020752759758515,0.00981547624789109,-0.10300219058990479
41,-0.2020752759758515,0.00980946565838137,-0.10303252935409546
42,-0.2020752759758515,0.009807730133279348,-0.10304129123687744
43,-0.2020752759758515,0.009808813342672088,-0.1030358225107193
44,-0.2020752759758515,0.009811697273409784,-0.10302126407623291
45,-0.2020752759758515,0.009815677026263906,-0.1030011773109436
46,-0.2020752759758515,0.009820257102307316,-0.10297806560993195
47,-0.2020752759758515,0.009825107063928125,-0.10295359790325165
48,-0.2020752759758515,0.009829993680343048,-0.10292895138263702
49,-0.2020752759758515,0.00983477215752956,-0.10290485620498657
50,-0.2020752759758515,0.009839338948684544,-0.10288183391094208
51,-0.2020752759758515,0.009843634768713716,-0.10286018252372742
52,-0.2020752759758515,0.009847620992782516,-0.10284009575843811
53,-0.2020752759758515,0.009851285600361989,-0.10282163321971893
54,-0.2020752759758515,0.009854616577568092,-0.10280485451221466
55,-0.2020752759758515,0.009857631508527547,-0.10278967022895813
56,-0.2020752759758515,0.009860333207326082,-0.10277606546878815
57,-0.2020752759758515,0.009862739303270281,-0.10276395082473755
58,-0.2020752759758515,0.009864879288316631,-0.1027531772851944
59,-0.2020752759758515,0.009866758996395997,-0.1027437150478363
60,-0.2020752759758515,0.009868410919183437,-0.10273540019989014
61,-0.2020752759758515,0.009869849803305346,-0.10272815823554993
62,-0.2020752759758515,0.009871102250789156,-0.10272185504436493
63,-0.2020752759758515,0.009872183031749584,-0.10271641612052917
64,-0.2020752759758515,0.009873112846821167,-0.1027117371559143
65,-0.2020752759758515,0.009873912404346943,-0.10270771384239197
66,-0.2020752759758515,0.009874593534441065,-0.10270428657531738
67,-0.2020752759758515,0.009875173994278503,-0.10270136594772339
68,-0.2020752759758515,0.009875662659918759,-0.1026989072561264
69,-0.2020752759758515,0.009876080256500767,-0.10269680619239807
70,-0.2020752759758515,0.009876429741277512,-0.1026950478553772
71,-0.2020752759758515,0.009876722957851915,-0.102693572640419
72,-0.2020752759758515,0.009876965827401048,-0.10269235074520111
73,-0.2020752759758515,0.009877170195554653,-0.10269132256507874
74,-0.2020752759758515,0.0098773390230154,-0.10269047319889069
75,-0.2020752759758515,0.009877478232708738,-0.10268977284431458
76,-0.2020752759758515,0.009877596709816208,-0.10268917679786682
77,-0.2020752759758515,0.009877688530063218,-0.10268871486186981
78,-0.2020752759758515,0.00987776554092204,-0.10268832743167877
79,-0.2020752759758515,0.009877827742219476,-0.1026880145072937
80,-0.2020752759758515,0.009877881057773154,-0.10268774628639221
81,-0.2020752759758515,0.00987792252552549,-0.1026875376701355
82,-0.2020752759758515,0.009877955107391959,-0.10268737375736237
83,-0.2020752759758515,0.009877981765322674,-0.10268723964691162
84,-0.2020752759758515,0.009878002499293657,-0.10268713533878326
85,-0.2020752759758515,0.009878020271286102,-0.1026870459318161
86,-0.2020752759758515,0.00987803508129202,-0.10268697142601013
87,-0.2020752759758515,0.009878046929304747,-0.10268691182136536
88,-0.2020752759758515,0.009878055815318957,-0.10268686711788177
89,-0.2020752759758515,0.00987806173933065,-0.10268683731555939
90,-0.2020752759758515,0.009878064701337163,-0.1026868224143982
91,-0.2020752759758515,0.00987807062535152,-0.1026867926120758
92,-0.2020752759758515,0.009878073587359365,-0.10268677771091461
93,-0.2020752759758515,0.009878073587359365,-0.10268677771091461
94,-0.2020752759758515,0.009878076549367653,-0.10268676280975342
95,-0.2020752759758515,0.009878079511376387,-0.10268674790859222
96,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
97,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
98,-0.2020752759758515,0.009878085435395185,-0.10268671810626984
99,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
100,-0.2020752759758515,0.009878085435395185,-0.10268671810626984
101,-0.2020752759758515,0.009878085435395185,-0.10268671810626984
102,-0.2020752759758515,0.009878085435395185,-0.10268671810626984
103,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
104,-0.2020752759758515,0.009878085435395185,-0.10268671810626984
105,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
106,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
107,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
108,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
109,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
110,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
111,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
112,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
113,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
114,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
115,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
116,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
117,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
118,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
119,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
120,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
121,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
122,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
123,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
124,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
125,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
126,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
127,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
128,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
129,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
130,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
131,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
132,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
133,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
134,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
135,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
136,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
137,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
138,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
139,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
140,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
141,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
142,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
143,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
144,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
145,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
146,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
147,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
148,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
149,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
150,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
151,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
152,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
153,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
154,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
155,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
156,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
157,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
158,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
159,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
160,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
161,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
162,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
163,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
164,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
165,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
166,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
167,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
168,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
169,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
170,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
171,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
172,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
173,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
174,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
175,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
176,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
177,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
178,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
179,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
180,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
181,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
182,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
183,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
184,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
185,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
186,-0.2020752759758515,0.009878082473385563,-0.10268673300743103
