,Global_active_power at scale: 5^1,mse,predicted
0,1.697585592883692,0.3387491477533113,1.115563988685608
1,0.8414039091000709,0.12443710110501986,1.1941603422164917
2,0.49987006620630714,0.5463165285001886,1.2390023469924927
3,0.8427429128424322,0.15875786180339713,1.2411872148513794
4,0.5345780537492282,0.4612337342962909,1.2137199640274048
5,0.5725922827325494,0.34566427739733285,1.1605244874954224
6,-0.2858905087684739,1.894704498657677,1.0905921459197998
7,0.2561779233670742,0.5393767348470409,0.9906006455421448
8,0.41206451382550136,0.2162349338970029,0.8770751953125
9,0.3631976687335007,0.16261416347956678,0.7664521336555481
10,-0.2839151221373387,0.9041026301699763,0.6669279932975769
11,-0.18112519038708771,0.5567456685135709,0.565028727054596
12,-0.31988702341221875,0.6093597986549957,0.4607279896736145
13,-0.06904293162474713,0.17822320089085628,0.35312196612358093
14,-0.055651026312305736,0.09462086394444835,0.25195401906967163
15,0.12551462076862452,0.001416630217941031,0.1631527692079544
16,0.18582413144610818,0.00837635944080949,0.09430167824029922
17,0.03240781479174429,0.0002583322726403919,0.04848053306341171
18,-0.600923413722996,0.38510282798098705,0.01964312419295311
19,-0.3596083869335613,0.11874575733147222,-0.015013324096798897
20,-0.0357723455861295,0.0004461721526898896,-0.05689513310790062
21,0.13070316598384343,0.05106822588802745,-0.09527963399887085
22,0.13831100001424693,0.06697287859904592,-0.12048018723726273
23,-0.45536211519275516,0.10599124920163353,-0.12979914247989655
24,-0.3330778116071926,0.03672865886197956,-0.1414305865764618
25,-0.3883640398581005,0.05246527617781088,-0.15931104123592377
26,-0.07046280384241223,0.013160669516960266,-0.18518276512622833
27,0.07060976579627705,0.07813691606700655,-0.20892004668712616
28,-0.2837591636516334,0.003824648150167665,-0.22191542387008667
29,0.1751763368842594,0.16575815137443334,-0.23195773363113403
30,0.3959240340144371,0.3916994065362403,-0.2299349009990692
31,-0.005341503982841468,0.040963290914823765,-0.20773540437221527
32,0.05843004080561582,0.055563189487040456,-0.17728841304779053
33,0.332706401163949,0.22751577247105986,-0.14427973330020905
34,1.1689180062119513,1.6220288844856103,-0.10467097163200378
35,0.2523433173792545,0.08264882128547114,-0.035143762826919556
36,0.6357418975218851,0.35356697824535227,0.04112691432237625
37,0.7634754786661252,0.41179134061091266,0.12176577746868134
38,0.8323392812228749,0.3919567253165557,0.20627480745315552
39,0.6786228906630289,0.1485165874785945,0.2932443916797638
40,0.5447275107125363,0.02885377018854674,0.37486353516578674
41,0.735630206841919,0.08566019717604441,0.44295257329940796
42,0.5053041450640373,2.6991833976664186e-05,0.5001087784767151
43,0.7332725177891298,0.03672762000260443,0.5416280031204224
44,-0.08523388519874393,0.4342382617377588,0.5737336874008179
45,-0.1502707365687674,0.5298448380780231,0.5776336789131165
46,0.06476128747300791,0.23454043862302132,0.5490550398826599
47,0.26481109703620986,0.05473779953535127,0.49877220392227173
48,-0.23369552101396587,0.4567779196581546,0.44215795397758484
49,-0.4125555972231529,0.6195594059128903,0.37456536293029785
50,0.4349464235848098,0.02023079995819065,0.29271140694618225
51,-0.0439146992294054,0.07144482289371036,0.22337694466114044
52,-0.1770759251737471,0.11648368516861489,0.1642211377620697
53,0.45041630394058035,0.11583002959025912,0.11007819324731827
54,0.1274691362287435,0.0025725211892961147,0.07674910873174667
55,0.29219184276451343,0.05435340210219173,0.059053681790828705
56,0.45715352329218056,0.16014345309532302,0.056974247097969055
57,-0.4922700282087244,0.3188099226852539,0.07236252725124359
58,-0.4224771734601698,0.24811388279956445,0.07563313841819763
59,-0.9195169040076808,0.9556895499667383,0.058076851069927216
60,-0.6656171437703112,0.45153866191139735,0.0063491216860711575
61,-1.2040554767814833,1.283812699020312,-0.07100088894367218
62,-0.9480402454358493,0.5925366457342814,-0.17827622592449188
63,-1.1826609824400012,0.7743956126165464,-0.3026634752750397
64,-1.1627126542461408,0.5243848385945121,-0.43856844305992126
65,-0.7420097749380123,0.026978758386983635,-0.5777576565742493
66,0.05417918879593972,0.5723828907563808,-0.7023807168006897
67,-0.27389017527452997,0.260508605548151,-0.784290611743927
