,Sub_metering_2 at scale: 5^0,mse,predicted
0,0.29484852679649315,0.011562093754459369,0.18732134997844696
1,0.29484852679649315,0.0008689125932922282,0.2653712034225464
2,0.8087308136665795,0.24416491663282333,0.3146003484725952
3,0.29484852679649315,0.004799239847802089,0.3641250729560852
4,0.29484852679649315,0.009420550963628895,0.39190804958343506
5,0.8087308136665795,0.17253834409540802,0.3933534622192383
6,0.29484852679649315,0.011149913238595302,0.4004416763782501
7,0.29484852679649315,0.00969002799246564,0.39328646659851074
8,0.8087308136665795,0.1936873429280511,0.3686315715312958
9,0.29484852679649315,0.0040241382293251015,0.3582846224308014
10,0.29484852679649315,0.002183349065010377,0.34157484769821167
11,0.8087308136665795,0.24486939701240254,0.3138880133628845
12,0.29484852679649315,0.0001065820231242583,0.3051723837852478
13,0.8087308136665795,0.2656639438247354,0.29330483078956604
14,0.29484852679649315,2.2208750741182157e-05,0.29956114292144775
15,0.8087308136665795,0.260603633663776,0.29823729395866394
16,0.29484852679649315,0.00022866139706899567,0.30997008085250854
17,0.8087308136665795,0.24887691473084045,0.3098551630973816
18,0.29484852679649315,0.000627049629619715,0.31988948583602905
19,-0.21903376007359313,0.28680963201731985,0.3165123462677002
20,-0.21903376007359313,0.23798848498708128,0.2688068747520447
21,-0.21903376007359313,0.16077501241843797,0.18193383514881134
22,-0.21903376007359313,0.0859544474691532,0.07414612919092178
23,-0.21903376007359313,0.033647331013871594,-0.035601671785116196
24,-0.21903376007359313,0.007371762410320898,-0.13317479193210602
25,-0.21903376007359313,7.135111469698185e-05,-0.2105868011713028
26,-0.21903376007359313,0.0021307813973824915,-0.2651941478252411
27,-0.21903376007359313,0.006254929062775506,-0.2981218695640564
28,-0.21903376007359313,0.008769993362526575,-0.31268200278282166
29,-0.21903376007359313,0.008850825626302973,-0.3131125867366791
30,-0.21903376007359313,0.00717021428260058,-0.3037108778953552
31,-0.21903376007359313,0.00479971238323009,-0.28831371665000916
32,-0.21903376007359313,0.002601965419883645,-0.2700432240962982
33,-0.21903376007359313,0.001036880077626733,-0.25123438239097595
34,-0.21903376007359313,0.00020864581778786637,-0.2334783375263214
35,-0.21903376007359313,1.7006825093929465e-06,-0.21772965788841248
36,-0.21903376007359313,0.00021294789202828626,-0.20444102585315704
37,-0.21903376007359313,0.0006418023868731865,-0.1936999410390854
38,-0.21903376007359313,0.0011344370314447867,-0.1853523552417755
39,-0.21903376007359313,0.0015943369235741356,-0.17910461127758026
40,-0.21903376007359313,0.0019742274801204736,-0.1746014803647995
41,-0.21903376007359313,0.0022612764805589793,-0.17148087918758392
42,-0.21903376007359313,0.0024626590233281947,-0.16940857470035553
43,-0.21903376007359313,0.002594550053243282,-0.16809703409671783
