,Global_intensity at scale: 5^4,mse,predicted
0,-0.9333060878856396,0.7461735086776705,-0.06949273496866226
1,-0.6513179332277642,0.2569993147100637,-0.14436693489551544
2,0.9300035719873039,1.3154008739961534,-0.21690569818019867
3,-0.012928083099518524,0.056942390978986596,-0.25155413150787354
4,-1.2320406655212814,0.9466960239437595,-0.2590576112270355
5,-0.817431645023352,0.2970187015291207,-0.2724374234676361
6,0.8948901044532765,1.416918650512994,-0.295453816652298
7,1.601075957281835,3.590427028950983,-0.2937662601470947
8,-1.163974559224553,0.8429877087913079,-0.2458309382200241
9,-1.142231219713098,0.877928426112062,-0.20525287091732025
10,-1.080512547932136,0.7876133977834316,-0.19303669035434723
11,-0.75017584951587,0.28983845351497983,-0.21180938184261322
12,-0.6787334482639467,0.183933594657479,-0.24985864758491516
13,-0.6183652944650624,0.10371688200285162,-0.2963142395019531
14,-0.7230304380761036,0.14464285106638053,-0.34271103143692017
15,-1.1967921461890472,0.6565985719977581,-0.38648444414138794
16,0.02475136860045564,0.21160645413081094,-0.43525564670562744
17,-0.4923619667371897,0.0007144182827757528,-0.465633362531662
18,-0.6324106814786732,0.022750014607689283,-0.48157960176467896
19,-0.9489720964777436,0.21099035772255267,-0.4896352291107178
20,0.5533441067857642,1.109420359148654,-0.49994614720344543
21,-0.5913549348235034,0.011027795145146348,-0.4863416254520416
22,-0.9604514993254064,0.2443269742189157,-0.46615707874298096
23,1.057087314100838,2.28635752391317,-0.45498329401016235
24,-0.5293661594461258,0.012315812507441692,-0.41838952898979187
25,-0.4552227222300461,0.005730383405163614,-0.3795234262943268
26,-0.3099069873584595,0.001394819989462962,-0.34725427627563477
27,0.7282361854648588,1.102966054054027,-0.32198572158813477
28,0.10807832809466508,0.15306225327146822,-0.28315338492393494
29,0.07296486056063858,0.09673258785491254,-0.23805376887321472
30,1.8729352270741269,4.26590982840052,-0.1924726814031601
31,-0.6465911202904916,0.2804611531263335,-0.11700528860092163
32,0.12009793813515846,0.03014254347288647,-0.0535181425511837
33,1.1129987585588654,1.247816497160168,-0.004058311227709055
34,0.22665380692110856,0.031124722079493728,0.05023180693387985
35,-0.3914782734759672,0.24025653980243764,0.09868143498897552
36,-0.3833751655834998,0.2587175489000551,0.12526768445968628
37,-0.038587924758999685,0.027320777519489643,0.12670205533504486
38,-0.6005384571016334,0.5088155643265216,0.11277463287115097
39,0.11820721296024969,0.0014613510752611346,0.07997959107160568
40,0.502699682457841,0.20945078211962262,0.045041751116514206
41,-0.12434581662094923,0.02188895533021743,0.023603348061442375
42,0.4648851789596586,0.20868263190142153,0.008067237213253975
43,0.34428392316009804,0.11452688236818698,0.005865716841071844
44,0.7744239004519247,0.5763029104828223,0.01527772843837738
45,0.8360075204346781,0.6317365870027694,0.041188932955265045
46,3.40185663458457,11.015614619953478,0.08287868648767471
47,-0.544086805450775,0.5199524289940921,0.17699046432971954
48,1.0588429874775396,0.635257204993165,0.2618127465248108
49,0.11010410506778215,0.052321258429414284,0.338842511177063
50,0.4808212911481782,0.00783630746242391,0.3922983705997467
51,-0.5469228932131391,0.9445187961861143,0.42494067549705505
52,-0.6259281951646988,1.0994303150734328,0.42260903120040894
53,-0.5763641852224384,0.92146068147496,0.38356325030326843
54,-0.3960700346150323,0.5060604107614284,0.31530919671058655
55,0.7634847047970929,0.28309223654348303,0.2314205765724182
56,2.744829636303648,6.655669691661867,0.16497117280960083
57,0.10861853528749642,0.002909752458894739,0.16256065666675568
58,0.10011027200040547,0.007160030702877686,0.1847272366285324
59,-0.300453361483914,0.26044529003690087,0.20988504588603973
60,0.7760445220304173,0.30863866501896353,0.2204919457435608
61,-0.9736865755497702,1.452428887039126,0.23148100078105927
62,1.9253353247787504,2.9207647274309716,0.21631082892417908
63,-0.4715639898131895,0.4811535504164675,0.22208833694458008
64,0.0965989252470023,0.015492734757524152,0.22106873989105225
65,0.4854130522872433,0.07408459604344929,0.21322819590568542
66,-0.7752954839825199,0.9655971856905665,0.20735256373882294
67,-0.7959584091083123,0.9587409509172363,0.18319477140903473
68,-0.2398151040886141,0.14082788394894832,0.13545531034469604
69,0.5337615960456338,0.20754584673923276,0.07818959653377533
70,-0.052363208176195025,0.007728340182318416,0.03554777055978775
71,0.4500294811568013,0.198501264354261,0.004494674038141966
72,1.2714145178566088,1.6368717733471274,-0.007988379336893559
73,0.21422904148599178,0.04053763993282564,0.012889428064227104
74,-0.6615818698915568,0.5016663323525045,0.04670220613479614
75,-0.5164011868181771,0.3384251372906734,0.0653420016169548
76,1.664010095246668,2.5662211247861317,0.062067173421382904
77,-0.2826265241204847,0.13081721947095182,0.07906010746955872
78,2.7234914521868174,6.917209734218112,0.09343256801366806
79,0.6060143080868042,0.2090929303415554,0.1487475037574768
80,0.15521140566918532,0.0038884836358325453,0.21756911277770996
81,0.921225205103797,0.41559636653814064,0.2765575647354126
82,-0.5864930700880229,0.8397059564052464,0.3298616409301758
83,-0.261288340003653,0.37654352259546736,0.3523430824279785
84,-0.5326074026031127,0.7681694581015922,0.3438453674316406
85,0.16831143009534177,0.018681640719894997,0.3049922287464142
86,0.43031191861846346,0.030494841175465807,0.2556841969490051
87,0.08565972959217123,0.016099601476323146,0.21254393458366394
88,1.536116042343886,1.8501478813429224,0.17591463029384613
89,-0.10908496342346855,0.07915121609120376,0.1722532957792282
90,1.3632497406379087,1.4088606429264519,0.17629538476467133
91,-0.9645030532716401,1.362319217227538,0.2026812583208084
92,2.689053243643829,6.143946614610413,0.21035467088222504
93,-0.26088318460902993,0.260871694803041,0.2498728185892105
94,1.9260105837697894,2.694420206337507,0.28454166650772095
95,-0.18120262366643106,0.26826982718499653,0.33674508333206177
96,0.03312458008933941,0.11724639327619005,0.3755371868610382
97,1.3405610385389994,0.8981711034945303,0.3928421437740326
98,-0.7867748868301825,1.4366535510978053,0.41182994842529297
99,-0.32557299595056344,0.5322592957412574,0.4039880335330963
100,-0.20591710273845745,0.33154253318720667,0.36988019943237305
101,-0.28559766368105616,0.3638631834888105,0.31761306524276733
102,-0.06289724843640306,0.10021846893517304,0.25367575883865356
103,-0.045070411072973944,0.05467905722272375,0.18876512348651886
104,1.1451410865323208,1.0314558954725266,0.12953491508960724
105,-0.9211514260469382,1.046225604659349,0.10170027613639832
106,0.6879907495989359,0.38016621585761795,0.07141454517841339
107,-0.1016571145220399,0.025030736980260915,0.05655393749475479
108,1.4746674741593395,2.0383383882583095,0.046963587403297424
109,-0.4872299984052938,0.30716587998969147,0.06699547916650772
110,-0.06924468295216937,0.0235467439493217,0.08420480042695999
111,0.5949400606337653,0.25187538209321686,0.0930681824684143
112,-0.37689267926952574,0.2323661782773151,0.10515107214450836
113,1.777993812934046,2.795381017158151,0.10605451464653015
114,-0.43510000429708484,0.3209977309514027,0.13146661221981049
115,1.2634464617623489,1.2385171246397493,0.15055961906909943
116,-0.4881753609927484,0.4494793263649451,0.18225683271884918
117,0.2952601204106687,0.00917893936797463,0.19945333898067474
118,-0.09936123395250772,0.09412780407743883,0.2074413150548935
119,1.0318326278359806,0.6874999504168362,0.202676460146904
120,1.219554627344816,1.0251666853065242,0.20704947412014008
121,-0.43523505609529295,0.4439111930056815,0.23103155195713043
122,0.06729268503591153,0.031514963044000144,0.24481722712516785
