,Global_intensity at scale: 5^3,mse,predicted
0,-0.9441223558547958,0.6800000206675351,-0.11950121819972992
1,-0.9644990509263375,0.7524005324286697,-0.09708880633115768
2,0.3566689923168711,0.18220945592821608,-0.07019100338220596
3,1.4797566043995125,2.3229977085968545,-0.04438174515962601
4,0.339135557022754,0.13312281530233472,-0.025724437087774277
5,0.18607340567140643,0.039843543652898765,-0.013535070233047009
6,-0.30628441245258675,0.09094263080253252,-0.004717453382909298
7,-0.2693220353460695,0.07489931892019719,0.004355364013463259
8,-0.697232631848443,0.5072998273204407,0.01501720305532217
9,0.48888057196710627,0.2130776459117908,0.027277229353785515
10,0.27800547180812935,0.0581208414526498,0.03692282736301422
11,-0.18070710561634204,0.04954362173299911,0.041876859962940216
12,-0.9412790960773714,0.9685975523321361,0.04289444163441658
13,-0.9976704149962888,1.0817598483454576,0.04240643233060837
14,0.07945116401799125,0.0014886226622774414,0.04086849093437195
15,-0.6531621052983646,0.47375225005075744,0.03513452410697937
16,0.18133463937569932,0.024442166384331537,0.024994732812047005
17,-0.2811689510853377,0.08455791111082366,0.009619479067623615
18,-0.9531260118166398,0.8909208427796325,-0.009239979088306427
19,-1.008095700846845,0.9599242796976758,-0.028338445350527763
20,-0.8692498483826198,0.677803012737374,-0.04596192017197609
21,0.24056921807204149,0.09177172883549937,-0.062369272112846375
22,0.23298719199890977,0.09796990342741191,-0.08001425117254257
23,-0.922324030894542,0.6774055980457131,-0.09927749633789062
24,-0.679225319924755,0.31607836151648405,-0.11701685190200806
25,-0.8967346928977223,0.5856468440059037,-0.13145902752876282
26,1.5835355862755036,2.97734168620408,-0.141961932182312
27,2.1384451195028333,5.248733523820761,-0.1525663435459137
28,0.507361760520365,0.45200548533464124,-0.16495177149772644
29,0.16996160026600188,0.1187805302200501,-0.17468391358852386
30,0.4618696040815742,0.40642309554548234,-0.17564360797405243
31,3.016064637467834,10.117057891265977,-0.16466765105724335
32,1.7299634648128608,3.518883905984128,-0.14590537548065186
33,-0.6943893720710185,0.32947274116834024,-0.12039221078157425
34,-0.9445962324843665,0.745574028215259,-0.08112994581460953
35,-0.9649729275559081,0.8849468022890253,-0.024256816133856773
36,-0.5569651494955055,0.3625373873059258,0.04514562711119652
37,-0.7370382687323845,0.7254502170680364,0.11469538509845734
38,-0.8431866337562293,1.0316817238234737,0.17253071069717407
